branch_id,branch_name,kota,provinsi,average_rating,total_transactions
48130,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.0574626865671659,402
24277,Kimia Farma - Apotek,Lhokseumawe,Aceh,4.0571084337349337,415
84961,Kimia Farma - Klinik & Apotek,Indramayu,Jawa Barat,4.057105943152453,387
65897,Kimia Farma - Klinik-Apotek-Laboratorium,Cikampek,Jawa Barat,4.0568181818181817,396
75720,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.0567282321899745,379
69482,Kimia Farma - Klinik & Apotek,Kendari,Sulawesi Tenggara,4.05579196217494,423
65584,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.0556900726392229,413
93927,Kimia Farma - Klinik & Apotek,Malang,Jawa Timur,4.055219780219776,364
67081,Kimia Farma - Apotek,Kuningan,Jawa Barat,4.0550251256281351,398
64264,Kimia Farma - Klinik-Apotek-Laboratorium,Manado,Sulawesi Utara,4.0548209366391186,363
61467,Kimia Farma - Klinik-Apotek-Laboratorium,Semarang,Jawa Tengah,4.054702970297031,404
72693,Kimia Farma - Apotek,Jakarta,DKI Jakarta,4.05426356589147,387
40117,Kimia Farma - Klinik & Apotek,Dumai,Riau,4.05418848167539,382
55156,Kimia Farma - Klinik & Apotek,Ambon,Maluku,4.0540942928039687,403
42291,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.053333333333331,390
11869,Kimia Farma - Klinik-Apotek-Laboratorium,Padang Sidempuan,Sumatera Utara,4.0532299741602076,387
77612,Kimia Farma - Klinik & Apotek,Lhokseumawe,Aceh,4.0528000000000022,375
83505,Kimia Farma - Klinik & Apotek,Subang,Jawa Barat,4.0526717557251946,393
56801,Kimia Farma - Apotek,Subang,Jawa Barat,4.0526455026455119,378
36256,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.0526455026455031,378
75503,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,4.05240506329114,395
11896,Kimia Farma - Klinik-Apotek-Laboratorium,Ambon,Maluku,4.052278820375335,373
51899,Kimia Farma - Klinik-Apotek-Laboratorium,Makassar,Sulawesi Selatan,4.0519704433497523,406
91201,Kimia Farma - Apotek,Indramayu,Jawa Barat,4.0517426273458428,373
87796,Kimia Farma - Klinik & Apotek,Tasikmalaya,Jawa Barat,4.0517045454545482,352
40282,Kimia Farma - Klinik & Apotek,Pekanbaru,Riau,4.0512747875354114,353
95169,Kimia Farma - Klinik & Apotek,Tangerang,Banten,4.0511056511056553,407
77855,Kimia Farma - Klinik & Apotek,Pontianak,Kalimantan Barat,4.0506912442396343,434
60745,Kimia Farma - Klinik-Apotek-Laboratorium,Semarang,Jawa Tengah,4.0506329113924107,395
59784,Kimia Farma - Klinik-Apotek-Laboratorium,Purwokerto,Jawa Tengah,4.0506053268765134,413
86131,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.0503896103896135,385
57321,Kimia Farma - Klinik & Apotek,Batam,Kepulauan Riau,4.0502499999999948,400
49584,Kimia Farma - Apotek,Padang Sidempuan,Sumatera Utara,4.0502427184466008,412
87622,Kimia Farma - Klinik & Apotek,Samarinda,Kalimantan Timur,4.0497572815533953,412
66328,Kimia Farma - Klinik-Apotek-Laboratorium,Sukabumi,Jawa Barat,4.04973404255319,376
87969,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.0497282608695642,368
61081,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,4.0496,375
68745,Kimia Farma - Klinik-Apotek-Laboratorium,Gorontalo,Gorontalo,4.049264705882349,408
46253,Kimia Farma - Klinik-Apotek-Laboratorium,Cirebon,Jawa Barat,4.0492307692307694,390
92004,Kimia Farma - Klinik & Apotek,Lubuklinggau,Sumatera Selatan,4.048974358974359,390
37801,Kimia Farma - Klinik-Apotek-Laboratorium,Tasikmalaya,Jawa Barat,4.0489528795811536,382
84286,Kimia Farma - Klinik-Apotek-Laboratorium,Banjarmasin,Kalimantan Selatan,4.0487179487179477,429
78204,Kimia Farma - Klinik & Apotek,Mataram,Nusa Tenggara Barat,4.0485861182519312,389
95955,Kimia Farma - Klinik & Apotek,Palu,Sulawesi Tengah,4.0485488126649107,379
71419,Kimia Farma - Klinik & Apotek,Sukabumi,Jawa Barat,4.0484374999999995,384
58098,Kimia Farma - Klinik-Apotek-Laboratorium,Yogyakarta,DI Yogyakarta,4.0484293193717251,382
70595,Kimia Farma - Apotek,Garut,Jawa Barat,4.0483516483516535,364
17678,Kimia Farma - Klinik & Apotek,Subang,Jawa Barat,4.04830287206266,383
37651,Kimia Farma - Klinik & Apotek,Payakumbuh,Sumatera Barat,4.0482926829268289,410
51833,Kimia Farma - Apotek,Pematangsiantar,Sumatera Utara,4.0482758620689658,348
90861,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,4.0481182795698967,372
20381,Kimia Farma - Klinik & Apotek,Pontianak,Kalimantan Barat,4.0480519480519437,385
23569,Kimia Farma - Klinik-Apotek-Laboratorium,Kuningan,Jawa Barat,4.0480000000000009,400
30177,Kimia Farma - Klinik & Apotek,Sukabumi,Jawa Barat,4.047580645161287,372
66929,Kimia Farma - Klinik & Apotek,Cianjur,Jawa Barat,4.0474747474747481,396
73707,Kimia Farma - Klinik & Apotek,Indramayu,Jawa Barat,4.0474619289340126,394
70395,Kimia Farma - Apotek,Medan,Sumatera Utara,4.0473282442748086,393
40926,Kimia Farma - Klinik-Apotek-Laboratorium,Palangkaraya,Kalimantan Tengah,4.0473262032085628,374
45283,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,4.0470270270270277,370
57104,Kimia Farma - Klinik-Apotek-Laboratorium,Semarang,Jawa Tengah,4.0468982630272938,403
77824,Kimia Farma - Apotek,Banda Aceh,Aceh,4.0467336683417043,398
31879,Kimia Farma - Klinik & Apotek,Kuningan,Jawa Barat,4.0466981132075519,424
55297,Kimia Farma - Klinik-Apotek-Laboratorium,Indramayu,Jawa Barat,4.0466836734693876,392
48790,Kimia Farma - Klinik & Apotek,Cikampek,Jawa Barat,4.0465648854961831,393
81157,Kimia Farma - Klinik & Apotek,Garut,Jawa Barat,4.0465295629820073,389
53806,Kimia Farma - Klinik-Apotek-Laboratorium,Deli Serdang,Sumatera Utara,4.0464891041162216,413
21583,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.0462102689486539,409
97507,Kimia Farma - Apotek,Pekanbaru,Riau,4.0460759493670864,395
58133,Kimia Farma - Klinik & Apotek,Garut,Jawa Barat,4.0460106382978687,376
41183,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.0458227848101309,395
63884,Kimia Farma - Klinik & Apotek,Purwokerto,Jawa Tengah,4.0457765667574916,367
62628,Kimia Farma - Apotek,Samarinda,Kalimantan Timur,4.0456464379947237,379
17541,Kimia Farma - Klinik & Apotek,Mataram,Nusa Tenggara Barat,4.0456233421750643,377
12396,Kimia Farma - Klinik-Apotek-Laboratorium,Banda Aceh,Aceh,4.0455307262569811,358
14799,Kimia Farma - Apotek,Ambon,Maluku,4.045360824742267,388
39209,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,4.0450602409638545,415
58094,Kimia Farma - Klinik & Apotek,Kupang,Nusa Tenggara Timur,4.0450134770889461,371
15586,Kimia Farma - Apotek,Medan,Sumatera Utara,4.0448621553884729,399
22146,Kimia Farma - Klinik-Apotek-Laboratorium,Banda Aceh,Aceh,4.0447941888619869,413
99518,Kimia Farma - Klinik & Apotek,Bitung,Sulawesi Utara,4.044504021447719,373
70656,Kimia Farma - Klinik-Apotek-Laboratorium,Tomohon,Sulawesi Utara,4.0442890442890453,429
66593,Kimia Farma - Klinik & Apotek,Bandung,Jawa Barat,4.0440633245382589,379
37302,Kimia Farma - Klinik-Apotek-Laboratorium,Dumai,Riau,4.0440298507462682,402
98811,Kimia Farma - Apotek,Bontang,Kalimantan Timur,4.0440203562340962,393
40315,Kimia Farma - Klinik & Apotek,Karawang,Jawa Barat,4.0438961038961052,385
23145,Kimia Farma - Apotek,Pangkalpinang,Bangka Belitung,4.0438095238095206,420
14957,Kimia Farma - Klinik & Apotek,Ciamis,Jawa Barat,4.0437665782493362,377
72694,Kimia Farma - Klinik & Apotek,Probolinggo,Jawa Timur,4.0436868686868719,396
31747,Kimia Farma - Apotek,Langsa,Aceh,4.0436144578313282,415
59778,Kimia Farma - Klinik & Apotek,Pekanbaru,Riau,4.0428961748633849,366
82928,Kimia Farma - Klinik & Apotek,Ternate,Maluku Utara,4.0428954423592529,373
13467,Kimia Farma - Klinik-Apotek-Laboratorium,Surabaya,Jawa Timur,4.0428571428571436,385
18894,Kimia Farma - Klinik-Apotek-Laboratorium,Karawang,Jawa Barat,4.0427397260273992,365
81121,Kimia Farma - Klinik-Apotek-Laboratorium,Dumai,Riau,4.0426701570680574,382
73804,Kimia Farma - Apotek,Kendari,Sulawesi Tenggara,4.0425770308123283,357
40784,Kimia Farma - Klinik & Apotek,Jayapura,Papua,4.0423469387755064,392
21155,Kimia Farma - Klinik-Apotek-Laboratorium,Magelang,Jawa Tengah,4.04232673267327,404
24922,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.0422784810126622,395
24273,Kimia Farma - Klinik & Apotek,Jakarta,DKI Jakarta,4.0420911528150141,373
23721,Kimia Farma - Klinik-Apotek-Laboratorium,Pariaman,Sumatera Barat,4.0420792079207883,404
98781,Kimia Farma - Klinik & Apotek,Probolinggo,Jawa Timur,4.0419277108433738,415
30926,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,4.0419047619047639,420
72873,Kimia Farma - Klinik-Apotek-Laboratorium,Gorontalo,Gorontalo,4.0418886198547241,413
46533,Kimia Farma - Klinik & Apotek,Tasikmalaya,Jawa Barat,4.0418666666666656,375
23355,Kimia Farma - Klinik & Apotek,Padang Sidempuan,Sumatera Utara,4.04151436031332,383
47901,Kimia Farma - Apotek,Cianjur,Jawa Barat,4.0414507772020718,386
20635,Kimia Farma - Klinik & Apotek,Manado,Sulawesi Utara,4.0413705583756352,394
24592,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.0412060301507546,398
59549,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.0410319410319433,407
33796,Kimia Farma - Klinik & Apotek,Subang,Jawa Barat,4.0407792207792212,385
90210,Kimia Farma - Klinik-Apotek-Laboratorium,Karawang,Jawa Barat,4.0407713498622559,363
82564,Kimia Farma - Apotek,Palembang,Sumatera Selatan,4.04064837905237,401
22086,Kimia Farma - Apotek,Tanjungpinang,Kepulauan Riau,4.0406250000000021,416
29371,Kimia Farma - Klinik-Apotek-Laboratorium,Kendari,Sulawesi Tenggara,4.0406015037593965,399
12338,Kimia Farma - Apotek,Samarinda,Kalimantan Timur,4.0401891252955071,423
35391,Kimia Farma - Klinik-Apotek-Laboratorium,Palembang,Sumatera Selatan,4.0400491400491418,407
71378,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.0399061032863832,426
48131,Kimia Farma - Klinik-Apotek-Laboratorium,Palangkaraya,Kalimantan Tengah,4.0396825396825369,378
25973,Kimia Farma - Klinik-Apotek-Laboratorium,Padang Sidempuan,Sumatera Utara,4.0395894428152515,341
84533,Kimia Farma - Klinik-Apotek-Laboratorium,Padang Sidempuan,Sumatera Utara,4.0395604395604447,364
89993,Kimia Farma - Klinik & Apotek,Cikampek,Jawa Barat,4.0395408163265278,392
68034,Kimia Farma - Apotek,Ambon,Maluku,4.0395348837209326,387
29460,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.0392764857881129,387
97695,Kimia Farma - Klinik & Apotek,Cirebon,Jawa Barat,4.03925501432665,349
89957,Kimia Farma - Klinik & Apotek,Padang,Sumatera Barat,4.0391727493917271,411
98080,Kimia Farma - Klinik & Apotek,Tomohon,Sulawesi Utara,4.0390180878552959,387
45159,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,4.038931297709917,393
66462,Kimia Farma - Klinik-Apotek-Laboratorium,Tebing Tinggi,Sumatera Utara,4.0387179487179488,390
92922,Kimia Farma - Klinik & Apotek,Cilacap,Jawa Tengah,4.0385074626865682,335
27500,Kimia Farma - Klinik-Apotek-Laboratorium,Palembang,Sumatera Selatan,4.0384236453202025,406
92130,Kimia Farma - Klinik & Apotek,Indramayu,Jawa Barat,4.0383419689119222,386
71869,Kimia Farma - Apotek,Cirebon,Jawa Barat,4.0382716049382728,405
98312,Kimia Farma - Klinik & Apotek,Ciamis,Jawa Barat,4.0379310344827584,377
81613,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,4.0377094972067065,358
36687,Kimia Farma - Klinik-Apotek-Laboratorium,Makassar,Sulawesi Selatan,4.0374655647382935,363
46746,Kimia Farma - Klinik & Apotek,Jambi,Jambi,4.0373711340206189,388
54503,Kimia Farma - Apotek,Palangkaraya,Kalimantan Tengah,4.037325905292481,359
42185,Kimia Farma - Klinik-Apotek-Laboratorium,Yogyakarta,DI Yogyakarta,4.03715710723192,401
53721,Kimia Farma - Apotek,Mataram,Nusa Tenggara Barat,4.0370114942528685,435
53635,Kimia Farma - Klinik & Apotek,Ternate,Maluku Utara,4.03684210526316,399
46335,Kimia Farma - Klinik & Apotek,Tanjungpinang,Kepulauan Riau,4.0368279569892467,372
33691,Kimia Farma - Klinik-Apotek-Laboratorium,Palu,Sulawesi Tengah,4.0367346938775546,392
21516,Kimia Farma - Klinik & Apotek,Tomohon,Sulawesi Utara,4.0366576819406994,371
66457,Kimia Farma - Klinik & Apotek,Madiun,Jawa Timur,4.03663101604278,374
17563,Kimia Farma - Klinik-Apotek-Laboratorium,Probolinggo,Jawa Timur,4.0364556962025357,395
61764,Kimia Farma - Apotek,Kupang,Nusa Tenggara Timur,4.0363636363636353,407
15370,Kimia Farma - Apotek,Palembang,Sumatera Selatan,4.0363636363636353,363
61835,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.0362924281984354,383
68981,Kimia Farma - Apotek,Samarinda,Kalimantan Timur,4.0362924281984345,383
74753,Kimia Farma - Apotek,Magelang,Jawa Tengah,4.0361979166666657,384
44155,Kimia Farma - Apotek,Jayapura,Papua,4.0360433604336032,369
92475,Kimia Farma - Klinik-Apotek-Laboratorium,Yogyakarta,DI Yogyakarta,4.0360201511335037,397
83357,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.036020151133501,397
11762,Kimia Farma - Klinik & Apotek,Karawang,Jawa Barat,4.035999999999996,425
30178,Kimia Farma - Klinik-Apotek-Laboratorium,Karawang,Jawa Barat,4.0359897172236519,389
42938,Kimia Farma - Klinik-Apotek-Laboratorium,Makassar,Sulawesi Selatan,4.0359296482412077,398
18132,Kimia Farma - Klinik & Apotek,Subang,Jawa Barat,4.0358166189111779,349
85549,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.0357819905213246,422
34030,Kimia Farma - Apotek,Solok,Sumatera Barat,4.03575,400
82428,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,4.0356770833333355,384
60559,Kimia Farma - Klinik & Apotek,Payakumbuh,Sumatera Barat,4.0356568364611256,373
71680,Kimia Farma - Klinik & Apotek,Padang,Sumatera Barat,4.0356060606060593,396
48970,Kimia Farma - Klinik & Apotek,Pekanbaru,Riau,4.0355721393034836,402
53383,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,4.0354005167958613,387
34489,Kimia Farma - Apotek,Garut,Jawa Barat,4.0353689567430004,393
33488,Kimia Farma - Apotek,Denpasar,Bali,4.0350835322195735,419
55995,Kimia Farma - Apotek,Bandung,Jawa Barat,4.0350267379679128,374
71859,Kimia Farma - Klinik-Apotek-Laboratorium,Padang,Sumatera Barat,4.0349162011173183,358
15571,Kimia Farma - Klinik-Apotek-Laboratorium,Kotamobagu,Sulawesi Utara,4.0347607052896759,397
88378,Kimia Farma - Klinik & Apotek,Pematangsiantar,Sumatera Utara,4.034753363228698,446
94192,Kimia Farma - Klinik-Apotek-Laboratorium,Yogyakarta,DI Yogyakarta,4.0344743276283639,409
18280,Kimia Farma - Klinik & Apotek,Yogyakarta,DI Yogyakarta,4.0344339622641465,424
34719,Kimia Farma - Klinik & Apotek,Pangkalpinang,Bangka Belitung,4.0342857142857174,420
95273,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.0340845070422509,355
36721,Kimia Farma - Apotek,Garut,Jawa Barat,4.0339066339066347,407
86704,Kimia Farma - Klinik & Apotek,Purwakarta,Jawa Barat,4.0338582677165364,381
80485,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,4.0337468982630291,403
85278,Kimia Farma - Klinik-Apotek-Laboratorium,Karawang,Jawa Barat,4.0332480818414327,391
53421,Kimia Farma - Klinik-Apotek-Laboratorium,Ciamis,Jawa Barat,4.0328205128205177,390
42322,Kimia Farma - Klinik & Apotek,Pontianak,Kalimantan Barat,4.0327127659574451,376
20721,Kimia Farma - Klinik-Apotek-Laboratorium,Pematangsiantar,Sumatera Utara,4.0324538258575213,379
44554,Kimia Farma - Apotek,Tebing Tinggi,Sumatera Utara,4.0324099722991695,361
20322,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,4.0321899736147735,379
34844,Kimia Farma - Apotek,Lubuklinggau,Sumatera Selatan,4.0321695760598528,401
25951,Kimia Farma - Apotek,Pekanbaru,Riau,4.03202099737533,381
93124,Kimia Farma - Klinik-Apotek-Laboratorium,Cirebon,Jawa Barat,4.0319999999999965,400
23602,Kimia Farma - Klinik-Apotek-Laboratorium,Semarang,Jawa Tengah,4.0319034852546931,373
90646,Kimia Farma - Klinik & Apotek,Batam,Kepulauan Riau,4.0318302387267888,377
15949,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.031807228915663,415
85471,Kimia Farma - Klinik & Apotek,Tangerang,Banten,4.0317499999999988,400
45890,Kimia Farma - Klinik & Apotek,Pangkalpinang,Bangka Belitung,4.0317460317460325,378
18533,Kimia Farma - Klinik-Apotek-Laboratorium,Cirebon,Jawa Barat,4.0316883116883124,385
98837,Kimia Farma - Apotek,Bandung,Jawa Barat,4.0316353887399474,373
21097,Kimia Farma - Klinik-Apotek-Laboratorium,Surabaya,Jawa Timur,4.0316091954022966,348
63163,Kimia Farma - Klinik-Apotek-Laboratorium,Lhokseumawe,Aceh,4.0316076294277954,367
93354,Kimia Farma - Klinik & Apotek,Indramayu,Jawa Barat,4.0315789473684225,380
46963,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.0315649867374015,377
98300,Kimia Farma - Apotek,Subang,Jawa Barat,4.0314960629921233,381
39527,Kimia Farma - Apotek,Banjarmasin,Kalimantan Selatan,4.0313984168865451,379
81864,Kimia Farma - Klinik & Apotek,Dumai,Riau,4.0312020460358076,391
82749,Kimia Farma - Klinik-Apotek-Laboratorium,Bekasi,Jawa Barat,4.0311720698254341,401
22874,Kimia Farma - Klinik-Apotek-Laboratorium,Cilacap,Jawa Tengah,4.0310734463276816,354
76742,Kimia Farma - Klinik & Apotek,Surabaya,Jawa Timur,4.0310704960835553,383
99430,Kimia Farma - Klinik-Apotek-Laboratorium,Bandung,Jawa Barat,4.0310704960835535,383
73954,Kimia Farma - Klinik-Apotek-Laboratorium,Payakumbuh,Sumatera Barat,4.030870712401053,379
69060,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.0308235294117649,425
58103,Kimia Farma - Apotek,Karawang,Jawa Barat,4.0307888040712454,393
98258,Kimia Farma - Klinik & Apotek,Sukabumi,Jawa Barat,4.0306532663316572,398
53644,Kimia Farma - Klinik & Apotek,Bima,Nusa Tenggara Barat,4.0306372549019622,408
19262,Kimia Farma - Klinik & Apotek,Jakarta,DKI Jakarta,4.0306122448979576,392
14621,Kimia Farma - Klinik & Apotek,Kupang,Nusa Tenggara Timur,4.0304038004750611,421
80802,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.03038961038961,385
95982,Kimia Farma - Klinik-Apotek-Laboratorium,Samarinda,Kalimantan Timur,4.030343007915568,379
13423,Kimia Farma - Klinik & Apotek,Langsa,Aceh,4.0303278688524573,366
89314,Kimia Farma - Klinik & Apotek,Malang,Jawa Timur,4.0302955665024642,406
75530,Kimia Farma - Apotek,Jambi,Jambi,4.0302325581395335,387
40028,Kimia Farma - Klinik-Apotek-Laboratorium,Balikpapan,Kalimantan Timur,4.0301265822784833,395
29933,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.0300505050505109,396
16683,Kimia Farma - Klinik-Apotek-Laboratorium,Manado,Sulawesi Utara,4.0300000000000038,400
13307,Kimia Farma - Apotek,Jambi,Jambi,4.0297560975609787,410
31876,Kimia Farma - Klinik & Apotek,Palu,Sulawesi Tengah,4.0296954314720823,394
96742,Kimia Farma - Apotek,Garut,Jawa Barat,4.0295673076923064,416
78724,Kimia Farma - Klinik-Apotek-Laboratorium,Tarakan,Kalimantan Utara,4.0295392953929534,369
65133,Kimia Farma - Klinik-Apotek-Laboratorium,Tebing Tinggi,Sumatera Utara,4.02948717948718,390
27131,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,4.0292620865139961,393
21930,Kimia Farma - Apotek,Solok,Sumatera Barat,4.0291044776119405,402
52060,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.0290076335877849,393
71131,Kimia Farma - Klinik & Apotek,Sukabumi,Jawa Barat,4.0289617486338782,366
92269,Kimia Farma - Klinik & Apotek,Sorong,Papua Barat,4.0287500000000005,400
80673,Kimia Farma - Apotek,Kendari,Sulawesi Tenggara,4.0287179487179472,390
26081,Kimia Farma - Apotek,Langsa,Aceh,4.0287179487179463,390
42307,Kimia Farma - Apotek,Dumai,Riau,4.02870159453303,439
25709,Kimia Farma - Klinik-Apotek-Laboratorium,Kotamobagu,Sulawesi Utara,4.028648648648649,370
98345,Kimia Farma - Apotek,Makassar,Sulawesi Selatan,4.02857142857143,364
54304,Kimia Farma - Klinik & Apotek,Subang,Jawa Barat,4.0285714285714285,343
68586,Kimia Farma - Klinik & Apotek,Tebing Tinggi,Sumatera Utara,4.0284653465346567,404
47413,Kimia Farma - Klinik & Apotek,Garut,Jawa Barat,4.02833723653395,427
61998,Kimia Farma - Klinik & Apotek,Padang,Sumatera Barat,4.02830188679245,424
79579,Kimia Farma - Klinik & Apotek,Makassar,Sulawesi Selatan,4.0282238442822411,411
66113,Kimia Farma - Apotek,Bekasi,Jawa Barat,4.0282051282051281,390
24559,Kimia Farma - Klinik-Apotek-Laboratorium,Kendari,Sulawesi Tenggara,4.0282051282051263,390
73256,Kimia Farma - Klinik & Apotek,Ternate,Maluku Utara,4.0281653746770028,387
13883,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.0281173594132031,409
17602,Kimia Farma - Klinik-Apotek-Laboratorium,Payakumbuh,Sumatera Barat,4.028103044496488,427
29626,Kimia Farma - Klinik & Apotek,Bitung,Sulawesi Utara,4.0279236276849684,419
68343,Kimia Farma - Klinik-Apotek-Laboratorium,Bandung,Jawa Barat,4.0278947368421081,380
34034,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,4.027865168539325,445
28053,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.0278450363196141,413
18250,Kimia Farma - Klinik-Apotek-Laboratorium,Jakarta,DKI Jakarta,4.027792207792209,385
49725,Kimia Farma - Klinik & Apotek,Bogor,Jawa Barat,4.02769230769231,390
73855,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.02765957446809,423
14855,Kimia Farma - Klinik-Apotek-Laboratorium,Tasikmalaya,Jawa Barat,4.0276442307692282,416
40832,Kimia Farma - Apotek,Bekasi,Jawa Barat,4.0275949367088586,395
35270,Kimia Farma - Klinik & Apotek,Bima,Nusa Tenggara Barat,4.0274698795180708,415
36486,Kimia Farma - Klinik-Apotek-Laboratorium,Pariaman,Sumatera Barat,4.0274271844660232,412
26139,Kimia Farma - Klinik & Apotek,Tasikmalaya,Jawa Barat,4.0273869346733635,398
80557,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.0273170731707317,410
50569,Kimia Farma - Klinik & Apotek,Kupang,Nusa Tenggara Timur,4.02727272727273,374
31935,Kimia Farma - Apotek,Tangerang,Banten,4.0272499999999978,400
40625,Kimia Farma - Apotek,Karawang,Jawa Barat,4.0270202020202008,396
